sio2,tio2,al2o3,feo,fe2o3,mno,na2o,k2o,mgo,cao,p2o5,h2o,d,Author,Year
62.4,0.0,5.8,0.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,2.4679999351501465,Klonkowski A.,1983
62.4,0.0,5.8,0.0,0.0,0.0,6.4,25.4,0.0,0.0,0.0,0.0,2.486999988555908,Klonkowski A.,1983
62.4,0.0,5.8,0.0,0.0,0.0,12.7,19.1,0.0,0.0,0.0,0.0,2.494999885559082,Klonkowski A.,1983
62.4,0.0,5.8,0.0,0.0,0.0,19.1,12.7,0.0,0.0,0.0,0.0,2.497999906539917,Klonkowski A.,1983
62.4,0.0,5.8,0.0,0.0,0.0,25.4,6.4,0.0,0.0,0.0,0.0,2.500999927520752,Klonkowski A.,1983
62.4,0.0,5.8,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,2.50600004196167,Klonkowski A.,1983
85.7,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,2.0724141597747803,Din A.,1968
82.1,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,3.6,0.0,0.0,2.3705108165740967,Din A.,1968
78.6,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,7.1,0.0,0.0,2.422210693359375,Din A.,1968
75.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,10.7,0.0,0.0,2.476301908493042,Din A.,1968
71.4,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,14.3,0.0,0.0,2.5224626064300537,Din A.,1968
67.84,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,17.86,0.0,0.0,2.570674180984497,Din A.,1968
78.56,0.0,0.0,0.0,0.0,0.0,14.3,0.0,7.14,0.0,0.0,0.0,2.376736640930176,Din A.,1968
74.99,0.0,0.0,0.0,0.0,0.0,14.3,0.0,10.71,0.0,0.0,0.0,2.4064841270446777,Din A.,1968
71.42,0.0,0.0,0.0,0.0,0.0,14.3,0.0,14.28,0.0,0.0,0.0,2.4274556636810303,Din A.,1968
67.84,0.0,0.0,0.0,0.0,0.0,14.3,0.0,17.86,0.0,0.0,0.0,2.449251413345337,Din A.,1968
64.27,0.0,0.0,0.0,0.0,0.0,14.3,0.0,21.43,0.0,0.0,0.0,2.461247682571411,Din A.,1968
75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5450000762939453,Matveev M.A.,1957
65.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.619999885559082,Balewick L.A.,1987
60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.650000095367432,Balewick L.A.,1987
50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.690000057220459,Balewick L.A.,1987
40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.7300000190734863,Balewick L.A.,1987
40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.7239999771118164,Balewick L.A.,1989
75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.447000026702881,Zhang Z.,1991
70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.470000028610229,Angel P.W.,1992
75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.4200000762939453,Angel P.W.,1992
75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.4100000858306885,Coon J.,1994
80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.369999885559082,Coon J.,1994
78.43,0.0,0.0,0.0,1.96,0.0,19.61,0.0,0.0,0.0,0.0,0.0,2.630000114440918,Zhang Z.,1993
68.63,0.0,0.0,0.0,1.96,0.0,29.41,0.0,0.0,0.0,0.0,0.0,2.5309998989105225,Zhang Z.,1993
58.82,0.0,0.0,0.0,1.96,0.0,39.22,0.0,0.0,0.0,0.0,0.0,2.638000011444092,Zhang Z.,1993
74.8,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,2.431999921798706,Molot V.A.,1992
75.4,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,2.431999921798706,Molot V.A.,1992
73.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.447000026702881,Molot V.A.,1992
71.4,0.0,4.5,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,2.450999975204468,Molot V.A.,1992
69.0,0.0,6.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.4570000171661377,Molot V.A.,1992
63.5,0.0,11.4,0.0,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,2.4609999656677246,Molot V.A.,1992
59.6,0.0,16.3,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,2.4800000190734863,Molot V.A.,1992
50.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.499000072479248,Molot V.A.,1992
72.9,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,7.6,0.0,0.0,2.470000028610229,Molot V.A.,1992
73.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,2.4790000915527344,Molot V.A.,1992
68.1,0.0,4.7,0.0,0.0,0.0,19.7,0.0,0.0,7.5,0.0,0.0,2.486000061035156,Molot V.A.,1992
69.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,2.489000082015991,Molot V.A.,1992
65.2,0.0,9.1,0.0,0.0,0.0,18.2,0.0,0.0,7.5,0.0,0.0,2.496999979019165,Molot V.A.,1992
65.0,0.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,2.502000093460083,Molot V.A.,1992
59.0,0.0,15.8,0.0,0.0,0.0,17.5,0.0,0.0,7.7,0.0,0.0,2.51200008392334,Molot V.A.,1992
48.1,0.0,26.1,0.0,0.0,0.0,17.9,0.0,0.0,7.9,0.0,0.0,2.5220000743865967,Molot V.A.,1992
67.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.490000009536743,Molot V.A.,1992
65.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.492000102996826,Molot V.A.,1992
63.0,0.0,4.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.494999885559082,Molot V.A.,1992
60.0,0.0,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.499000072479248,Molot V.A.,1992
59.0,0.0,8.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.506999969482422,Molot V.A.,1992
55.9,0.0,10.8,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,2.51200008392334,Molot V.A.,1992
44.8,0.0,21.2,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.364000082015991,Molot V.A.,1992
74.88,0.0,0.0,0.0,0.0,0.0,21.41,0.0,3.71,0.0,0.0,0.0,2.427000045776367,English S.,1924
74.82,0.0,0.0,0.0,0.0,0.0,14.26,0.0,0.0,10.92,0.0,0.0,2.4809999465942383,Waterton S.C.,1934
78.71,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,11.29,0.0,0.0,2.436000108718872,Waterton S.C.,1934
74.36,0.0,0.25,0.54,0.86,0.0,23.77,0.0,0.0,0.22,0.0,0.0,2.4800000190734863,Dimbleby V.,1928
74.81,0.0,0.36,0.74,1.91,0.0,22.12,0.0,0.0,0.067,0.0,0.0,2.513999938964844,Dimbleby V.,1928
73.04,0.0,0.44,0.93,2.6,0.0,22.93,0.0,0.0,0.068,0.0,0.0,2.539999961853028,Dimbleby V.,1928
76.05,0.0,0.51,0.95,4.07,0.0,18.3,0.0,0.0,0.12,0.0,0.0,2.5450000762939453,Dimbleby V.,1928
75.29,0.0,0.65,1.72,4.16,0.0,18.13,0.0,0.0,0.058,0.0,0.0,2.565000057220459,Dimbleby V.,1928
74.66,0.0,0.44,1.67,6.5,0.0,16.66,0.0,0.0,0.072,0.0,0.0,2.5789999961853027,Dimbleby V.,1928
73.69,0.0,0.28,3.94,6.35,0.0,15.74,0.0,0.0,0.0,0.0,0.0,2.5989999771118164,Dimbleby V.,1928
72.98,0.0,0.65,3.72,7.41,0.0,15.17,0.0,0.0,0.074,0.0,0.0,2.619999885559082,Dimbleby V.,1928
74.11,0.0,0.59,3.27,8.98,0.0,13.02,0.0,0.0,0.037,0.0,0.0,2.632999897003174,Dimbleby V.,1928
73.91,0.0,0.36,3.92,9.67,0.0,12.11,0.0,0.0,0.038,0.0,0.0,2.6440000534057617,Dimbleby V.,1928
57.86,0.0,5.64,0.0,1.89,0.0,0.9,2.22,4.66,26.6,0.23,0.0,2.6540000438690186,Azizkhodzhaeva ,1991
50.46,0.0,4.48,0.0,1.55,0.0,0.82,1.75,5.41,35.21,0.32,0.0,2.805999994277954,Azizkhodzhaeva ,1991
55.86,0.11,6.9,1.29,4.23,0.0,0.64,0.34,11.05,19.57,0.0,0.0,2.819999933242798,Ismatov A.A.,1991
56.91,0.14,7.56,1.09,4.08,0.0,0.68,0.33,10.61,18.59,0.0,0.0,2.789999961853028,Ismatov A.A.,1991
71.82,0.0,0.76,0.25,0.37,0.0,14.08,0.063,5.19,7.46,0.0,0.0,2.559999942779541,Yashchishin I.N,1988
68.26,0.0,1.47,0.33,0.68,0.0,13.86,0.13,6.7,8.57,0.0,0.0,2.5799999237060547,Yashchishin I.N,1988
65.87,0.0,2.07,0.42,0.95,0.0,13.84,0.19,7.5,9.16,0.0,0.0,2.5999999046325684,Yashchishin I.N,1988
67.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.4860594272613525,Caporali R.V.,1964
67.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2.449905633926392,Caporali R.V.,1964
67.0,0.0,0.0,0.0,0.0,0.0,16.5,16.5,0.0,0.0,0.0,0.0,2.4830901622772217,Caporali R.V.,1964
70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.465562343597412,Caporali R.V.,1964
70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.439899206161499,Caporali R.V.,1964
70.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,2.464632511138916,Caporali R.V.,1964
75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.434000015258789,Musinu A.,1988
65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,2.559999942779541,Higazy A.A.,1987
64.06,1.45,0.0,0.0,0.0,0.0,14.78,0.0,0.0,19.71,0.0,0.0,2.615999937057495,Higazy A.A.,1987
63.17,2.82,0.0,0.0,0.0,0.0,14.58,0.0,0.0,19.44,0.0,0.0,2.693000078201294,Higazy A.A.,1987
60.07,7.59,0.0,0.0,0.0,0.0,13.86,0.0,0.0,18.48,0.0,0.0,2.7279999256134038,Higazy A.A.,1987
58.74,9.63,0.0,0.0,0.0,0.0,13.56,0.0,0.0,18.07,0.0,0.0,2.749000072479248,Higazy A.A.,1987
57.53,11.49,0.0,0.0,0.0,0.0,13.28,0.0,0.0,17.7,0.0,0.0,2.7920000553131104,Higazy A.A.,1987
52.86,18.68,0.0,0.0,0.0,0.0,12.2,0.0,0.0,16.26,0.0,0.0,2.9110000133514404,Higazy A.A.,1987
73.83,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.0,10.69,0.0,0.0,2.493000030517578,Oel H.J.,1979
66.7,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,2.5,Gao Huanxin,1989
66.7,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,2.4100000858306885,Gao Huanxin,1989
50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.430000066757202,Pronkin A.A.,1990
65.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.549999952316284,Hasegawa Y.,1984
55.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2.6600000858306885,Hasegawa Y.,1984
55.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.6700000762939453,Hasegawa Y.,1984
50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.720000028610229,Hasegawa Y.,1984
45.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.7699999809265137,Hasegawa Y.,1984
45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,2.7799999713897705,Hasegawa Y.,1984
40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2.8399999141693115,Hasegawa Y.,1984
65.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.630000114440918,Hasegawa Y.,1984
55.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.720000028610229,Hasegawa Y.,1984
55.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2.75,Hasegawa Y.,1984
55.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.809999942779541,Hasegawa Y.,1984
50.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2.7699999809265137,Hasegawa Y.,1984
50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.809999942779541,Hasegawa Y.,1984
45.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2.7799999713897705,Hasegawa Y.,1984
45.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.8299999237060547,Hasegawa Y.,1984
45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.880000114440918,Hasegawa Y.,1984
40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.869999885559082,Hasegawa Y.,1984
40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.950000047683716,Hasegawa Y.,1984
60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.609999895095825,Hasegawa Y.,1984
60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.690000057220459,Hasegawa Y.,1984
50.0,0.0,2.5,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,2.569999933242798,Lisenenkov A.A.,1986
50.0,0.0,3.5,0.0,0.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,2.572000026702881,Lisenenkov A.A.,1986
50.0,0.0,5.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.569999933242798,Lisenenkov A.A.,1986
50.0,0.0,6.5,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,2.558000087738037,Lisenenkov A.A.,1986
50.0,0.0,7.5,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,2.562000036239624,Lisenenkov A.A.,1986
50.0,0.0,9.7,0.0,0.0,0.0,40.3,0.0,0.0,0.0,0.0,0.0,2.5480000972747803,Lisenenkov A.A.,1986
50.0,0.0,11.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2.5480000972747803,Lisenenkov A.A.,1986
50.0,0.0,13.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,2.5450000762939453,Lisenenkov A.A.,1986
50.0,0.0,16.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.5299999713897705,Lisenenkov A.A.,1986
50.0,0.0,17.5,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,2.5339999198913574,Lisenenkov A.A.,1986
50.0,0.0,18.4,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,2.526000022888184,Lisenenkov A.A.,1986
50.0,0.0,21.2,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,2.515000104904175,Lisenenkov A.A.,1986
50.0,0.0,23.8,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,2.509999990463257,Lisenenkov A.A.,1986
50.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.509999990463257,Lisenenkov A.A.,1986
55.0,0.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.5,Lisenenkov A.A.,1986
45.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.5920000076293945,Lisenenkov A.A.,1986
75.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2.344000101089477,Lisenenkov A.A.,1986
66.6,0.0,16.7,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,2.430999994277954,Lisenenkov A.A.,1986
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,2.8510000705718994,Lisenenkov A.A.,1986
62.64,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.07,0.0,2.539999961853028,Mezhinskii G.Kh,1989
60.61,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49,0.0,2.539999961853028,Mezhinskii G.Kh,1989
60.5,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.51,0.0,2.549999952316284,Mezhinskii G.Kh,1989
56.33,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.43,0.0,2.569999933242798,Mezhinskii G.Kh,1989
50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4200000762939453,Kuznetsova M.G.,1972
50.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,3.309999942779541,Kuznetsova M.G.,1972
50.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,3.220000028610229,Kuznetsova M.G.,1972
50.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,3.109999895095825,Kuznetsova M.G.,1972
50.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,0.0,0.0,2.990000009536743,Kuznetsova M.G.,1972
70.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.5360000133514404,Danilova N.P.,1967
60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.611999988555908,Danilova N.P.,1967
60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.6449999809265137,Danilova N.P.,1967
50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.809999942779541,Danilova N.P.,1967
40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.818000078201294,Danilova N.P.,1967
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.822000026702881,Danilova N.P.,1967
40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.9019999504089355,Danilova N.P.,1967
80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.385999917984009,Appen A.A.,1959
84.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.3580000400543213,Appen A.A.,1959
68.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.4600000381469727,Appen A.A.,1959
63.5,0.0,4.8,0.0,0.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,2.486999988555908,Dubrovo S.K.,1954
60.6,0.0,9.1,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,2.496999979019165,Dubrovo S.K.,1954
57.1,0.0,14.3,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,2.500999927520752,Dubrovo S.K.,1954
50.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5,Dubrovo S.K.,1954
65.6,0.0,1.6,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,2.486999988555908,Dubrovo S.K.,1954
60.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.463000059127808,Dubrovo S.K.,1959
66.6,0.0,16.7,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,2.4200000762939453,Dubrovo S.K.,1959
75.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2.368000030517578,Dubrovo S.K.,1959
82.45,0.0,0.0,0.0,0.0,0.0,17.55,0.0,0.0,0.0,0.0,0.0,2.375,Weberbauer A.,1932
79.9,0.0,2.13,0.0,0.0,0.0,17.97,0.0,0.0,0.0,0.0,0.0,2.3959999084472656,Weberbauer A.,1932
75.23,0.0,5.85,0.0,0.0,0.0,18.93,0.0,0.0,0.0,0.0,0.0,2.4179999828338623,Weberbauer A.,1932
75.08,0.0,7.83,0.0,0.0,0.0,17.09,0.0,0.0,0.0,0.0,0.0,2.427999973297119,Weberbauer A.,1932
70.85,0.0,11.22,0.0,0.0,0.0,17.93,0.0,0.0,0.0,0.0,0.0,2.4110000133514404,Weberbauer A.,1932
68.76,0.0,11.66,0.0,0.0,0.0,19.58,0.0,0.0,0.0,0.0,0.0,2.431999921798706,Weberbauer A.,1932
82.45,0.0,0.0,0.0,0.0,0.0,17.55,0.0,0.0,0.0,0.0,0.0,2.375,Weberbauer A.,1932
80.53,0.0,0.11,0.0,1.94,0.0,17.42,0.0,0.0,0.0,0.0,0.0,2.437000036239624,Weberbauer A.,1932
76.97,0.0,0.25,0.0,4.03,0.0,18.75,0.0,0.0,0.0,0.0,0.0,2.5299999713897705,Weberbauer A.,1932
70.91,0.0,0.39,0.0,8.68,0.0,20.02,0.0,0.0,0.0,0.0,0.0,2.6449999809265137,Weberbauer A.,1932
68.14,0.0,0.084,0.0,11.1,0.0,20.68,0.0,0.0,0.0,0.0,0.0,2.720999956130981,Weberbauer A.,1932
64.12,0.0,0.12,0.0,13.8,0.0,21.96,0.0,0.0,0.0,0.0,0.0,2.7780001163482666,Weberbauer A.,1932
50.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.490000009536743,Halleck P.M.,1986
79.46,0.0,0.0,0.0,0.0,0.68,19.86,0.0,0.0,0.0,0.0,0.0,2.3980000019073486,Lee J.-H.,1984
74.48,0.0,0.0,0.0,0.0,0.68,24.84,0.0,0.0,0.0,0.0,0.0,2.437000036239624,Lee J.-H.,1984
69.48,0.0,0.0,0.0,0.0,0.68,29.84,0.0,0.0,0.0,0.0,0.0,2.4809999465942383,Lee J.-H.,1984
72.54,0.0,0.0,0.0,0.0,0.67,15.85,0.0,0.0,10.94,0.0,0.0,2.507999897003174,Lee J.-H.,1984
90.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.2850000858306885,Doweidar H.,1996
87.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2.308000087738037,Doweidar H.,1996
85.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.3320000171661377,Doweidar H.,1996
82.5,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,2.3550000190734863,Doweidar H.,1996
80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.380000114440918,Doweidar H.,1996
77.5,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,2.3989999294281006,Doweidar H.,1996
75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.421999931335449,Doweidar H.,1996
72.5,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,2.443000078201294,Doweidar H.,1996
70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.4649999141693115,Doweidar H.,1996
67.5,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,2.489000082015991,Doweidar H.,1996
65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.502000093460083,Doweidar H.,1996
62.5,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,2.513999938964844,Doweidar H.,1996
60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.5269999504089355,Doweidar H.,1996
57.5,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,2.5369999408721924,Doweidar H.,1996
55.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.5450000762939453,Doweidar H.,1996
52.5,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,2.552999973297119,Doweidar H.,1996
90.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.2869999408721924,Doweidar H.,1996
87.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,2.311000108718872,Doweidar H.,1996
85.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.3320000171661377,Doweidar H.,1996
82.5,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,2.351999998092652,Doweidar H.,1996
80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.374000072479248,Doweidar H.,1996
77.5,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,2.3949999809265137,Doweidar H.,1996
75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.4130001068115234,Doweidar H.,1996
72.5,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,2.434999942779541,Doweidar H.,1996
70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.4560000896453857,Doweidar H.,1996
67.5,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,2.470999956130981,Doweidar H.,1996
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.4820001125335693,Doweidar H.,1996
62.5,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,2.492000102996826,Doweidar H.,1996
60.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.496000051498413,Doweidar H.,1996
