0,1,2,3,4,5,6,7,8,9,10,11
78.02,0.084,7.61,0.58,0.0,0.06,4.0,3.09,0.12,0.63,0.0,5.81
80.53,0.0,0.11,0.0,1.94,0.0,17.42,0.0,0.0,0.0,0.0,0.0
81.61,0.54,7.28,3.46,0.0,0.0,1.63,1.67,2.43,1.37,0.0,0.0
75.58,0.0,0.0,0.0,0.0,0.0,24.42,0.0,0.0,0.0,0.0,0.0
96.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.5,0.0,10.0,0.0,0.0,0.0,21.0,0.3,9.8,0.4,0.0,0.0
40.47,0.0,11.92,0.0,0.0,0.0,0.0,0.0,15.08,32.52,0.0,0.0
0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,30.0,50.0,0.0
66.65,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,11.15
44.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
71.53,0.0,0.9,0.0,0.0,0.0,12.69,0.5,5.99,8.39,0.0,0.0
57.03,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,32.94,0.0,0.0
56.34,0.0,0.0,0.0,0.0,0.0,43.66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,48.5,0.0
50.81,0.0,0.0,0.0,0.0,0.0,49.19,0.0,0.0,0.0,0.0,0.0
50.8,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,56.0,0.0
77.42,0.0,3.23,0.0,0.0,0.0,12.9,0.0,0.0,6.45,0.0,0.0
95.0,0.0,0.0,0.0,0.0,0.0,2.1,2.9,0.0,0.0,0.0,0.0
66.99,0.0,15.28,0.0,0.0,17.73,0.0,0.0,0.0,0.0,0.0,0.0
68.2,0.0,0.0,0.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.03,0.0,14.09,0.0,0.0,0.0,28.88,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,42.5,0.0
0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,40.0,50.0,0.0
82.4,0.0,0.0,0.0,0.0,0.0,8.8,8.8,0.0,0.0,0.0,0.0
65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0
39.8,0.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0
0.0,10.0,21.4,0.0,0.0,0.0,0.0,42.8,0.0,0.0,25.8,0.0
76.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.5,0.0,30.5,47.0,0.0
67.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,0.0,3.3,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0
82.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,67.5,0.0
75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
49.56,1.5,8.17,0.0,0.0,0.0,6.73,1.89,13.3,15.93,0.0,2.91
0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0
75.94,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,8.56,0.0,0.0
0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0
29.75,0.0,0.0,70.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,25.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,45.7
46.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0
48.8,0.0,7.3,0.0,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
78.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,4.0,1.0,0.0,0.0
59.37,0.0,8.24,0.0,4.7,0.0,3.51,0.0,9.73,14.45,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0
82.34,0.1,8.57,0.6,0.0,0.05,3.86,0.0,0.13,0.98,0.0,3.37
43.1,20.3,0.0,0.0,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0,0.0,0.0,1.1,3.9,0.0,0.0,0.0,0.0
82.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,45.0,0.0
43.05,0.0,6.7,0.0,0.0,0.0,22.71,0.0,0.0,25.11,2.43,0.0
67.5,0.0,2.5,0.0,0.0,0.0,14.4,0.6,12.0,3.0,0.0,0.0
70.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.1,0.0,9.35,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.0,25.2
65.9,0.75,11.17,2.42,1.41,0.092,4.44,0.81,5.42,6.43,0.07400000000000001,1.09
74.63,0.0,0.13,0.0,0.0,0.0,0.0,14.42,0.0,10.82,0.0,0.0
67.5,0.0,0.0,0.0,0.0,0.0,5.4,10.2,16.9,0.0,0.0,0.0
48.0,0.0,20.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0
66.7,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0
40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
47.5,30.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,13.0,0.0,0.0
12.5,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0
76.58,0.0,0.58,0.0,0.0,0.0,3.06,5.04,13.68,1.06,0.0,0.0
0.0,13.64,0.0,0.0,0.0,0.0,9.09,0.0,0.0,31.82,45.45,0.0
83.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0
65.44,0.0,0.0,0.0,0.0,0.0,0.0,22.88,11.68,0.0,0.0,0.0
67.55,0.0,11.13,0.0,0.0,0.0,5.43,5.54,0.0,0.0,0.0,10.35
49.02,0.0,13.07,0.0,0.0,0.0,0.0,0.0,37.82,0.09,0.0,0.0
79.89,0.0,0.6,0.0,0.0,0.0,14.31,2.6,1.52,1.09,0.0,0.0
61.15,0.0,0.0,0.0,0.0,0.0,0.0,13.52,0.0,25.32,0.0,0.0
45.07,0.0,0.0,0.0,0.0,0.0,38.84,0.0,0.0,16.1,0.0,0.0
0.0,0.0,9.3,0.0,0.0,0.0,14.6,0.0,0.0,22.0,54.1,0.0
50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
72.99,0.0,0.0,0.0,0.0,0.0,23.62,0.0,0.0,3.39,0.0,0.0
81.4,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0
75.85,0.0,0.36,0.0,0.0,0.0,9.6,2.51,0.0,11.69,0.0,0.0
0.0,0.0,10.0,0.0,0.0,0.0,46.4,0.0,0.0,0.0,43.6,0.0
84.25,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.95,0.0,1.16,0.0,0.0,0.0,11.46,0.63,7.35,8.45,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0
0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,0.0,62.5,0.0
55.5,0.0,0.0,0.0,25.0,7.5,12.0,0.0,0.0,0.0,0.0,0.0
71.59,0.0,0.0,0.0,0.0,0.0,11.37,0.0,0.0,17.04,0.0,0.0
65.0,0.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
69.5,0.0,1.56,0.0,0.0,0.0,22.8,0.0,0.0,6.14,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
69.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
79.84,0.0,20.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.18,0.0,0.0,0.0,0.0,0.0,0.0,24.82,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,28.0,0.0,16.0,0.0,0.0,0.0,56.0,0.0
70.85,0.0,11.22,0.0,0.0,0.0,17.93,0.0,0.0,0.0,0.0,0.0
73.21,0.0,13.27,0.0,0.0,0.0,11.1,0.0,0.0,2.43,0.0,0.0
61.0,0.25,9.66,0.0,0.12,0.0,0.049,0.15,16.8,11.98,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.1,0.0,0.0,0.0,41.7,0.0,0.0,0.0,48.2,0.0
60.0,0.0,9.3,0.0,0.0,0.0,19.4,0.6,10.3,0.4,0.0,0.0
61.31,0.0,10.13,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,18.26
61.6,0.0,19.2,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0
75.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,56.0,0.0
55.02,0.0,5.25,0.0,0.0,0.0,0.0,5.26,17.2,17.27,0.0,0.0
83.24,0.0,2.01,0.0,0.0,0.0,9.82,0.0,4.93,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,35.0,0.0
0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
60.01,0.0,9.7,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,60.0,0.0
33.33,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0
0.0,2.5,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,50.0,0.0
50.97,0.0,0.0,0.0,0.0,0.0,0.0,8.54,0.0,26.13,0.0,14.36
69.0,0.4,10.54,0.0,0.0,0.0,6.95,2.3,4.66,6.15,0.0,0.0
76.0,0.3,8.5,0.0,0.0,0.0,10.6,1.1,3.0,0.5,0.0,0.0
67.0,0.0,16.5,0.0,0.0,0.0,8.25,8.25,0.0,0.0,0.0,0.0
50.0,0.0,9.13,0.0,0.0,0.0,0.0,0.0,15.87,25.0,0.0,0.0
72.07,0.0,6.09,0.0,0.013999999999999999,0.0,21.47,0.0,0.0,0.36,0.0,0.0
50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
71.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
58.23,0.0,0.0,0.0,0.0,0.0,39.27,0.0,0.0,2.5,0.0,0.0
0.0,5.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,50.0,0.0
84.9,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
66.63,0.0,0.0,0.0,0.0,0.0,13.36,13.36,0.0,6.66,0.0,0.0
86.64,0.0,6.67,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0,0.0
64.69,0.0,8.95,0.0,0.0,0.0,0.0,0.0,1.5,24.86,0.0,0.0
62.58,0.0,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.11,0.0
57.49,3.97,15.86,0.0,0.0,0.0,16.16,0.0,0.02,0.05,6.45,0.0
77.6,3.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0
66.67,0.0,0.0,0.0,0.0,0.0,28.43,0.0,0.0,4.9,0.0,0.0
51.28,0.0,28.21,0.0,0.0,0.0,0.0,0.0,0.0,20.51,0.0,0.0
48.66,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,28.04,0.0,0.0
50.94,8.29,20.38,0.0,0.0,0.0,0.0,0.0,20.39,0.0,0.0,0.0
76.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
82.14,0.098,8.55,0.0,0.34,0.046,4.21,3.47,0.14,1.01,0.0,0.0
95.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,23.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,11.0,0.0
74.97,0.0,0.0,0.0,0.0,0.0,12.55,0.0,0.0,12.48,0.0,0.0
46.1,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,26.9,2.6,0.0
68.67,0.0,2.96,0.0,0.0,0.0,14.62,0.064,6.15,7.54,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,40.1,10.9,0.0,0.0,49.0,0.0
0.0,0.0,16.08,0.0,0.0,0.0,17.84,0.0,0.0,0.0,66.08,0.0
50.0,0.0,2.5,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,49.0,0.0
61.0,0.0,8.5,0.0,0.0,0.0,20.9,0.6,8.6,0.4,0.0,0.0
95.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,7.5,0.0,2.5,0.0,0.0,0.0,2.5,22.5,0.0,0.0
76.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0
85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.52,0.0,13.74,0.0,0.0,0.0,11.28,4.86,10.55,0.05,0.0,0.0
0.0,0.0,14.8,0.0,0.0,0.0,50.5,0.0,0.0,0.0,34.7,0.0
